iPhone 6S	64GB	Argent 	Family	4	Top cell phone with little shortage	2017-01-29	de	I am very pleased. Battery keeps up to now very good and first i phone that does not turn off in the cold. Memory is ideal. Have only the problem that no security foil holds long what the specialists can not explain. Dissolves at the edges after a time just off! I think that's a pity and costly. Otherwise best series of i phones I had so far	0
iPhone 7	32GB	Matte Black	Alhajaji	1	DO NOT BUY!!!	2019-01-05	uk	Buyers beware. Really disappointed. Faulty speakers and people can’t hear me talk! What’s the point?!	0
iPhone 7	32GB	Matte Black	Paulo Pereira	1	iPhone 7 Not splash or water proof	2019-06-01	uk	What good can I said about this phone, well the iPhone 7 comes certify water or splash proof something I disagreed, some days ago my phone felt on the sink and unfortunately broken up I’m trying to recovery with rice techniques... but I have doubts about it the phone start flashing on apple logos and seems not turn on... the device not water proof or splash proof is made by cheap material and cannot give the protection that they wish for shame on apple selling product very expensive and not lasting longer...	0
iPhone 6S	64GB	Space Gray	Filipe Ponte	1	Terrible experience	2018-11-06	de	I bought an iPhone 6S 64gb as NEW in August 2018. After 2 months and a half the battery swelled up. I went to an apple certified repair store where they told me the warranty wouldn't cover the case because the Iphone had been activated more than 2 years ago and the screen was not even original apple.	0
iPhone 7 Plus	32GB	Black	Amazon Customer	3	It’s not all bad	2019-02-11	us	When I bought this phone it said unlocked. And thankfully that’s what I got. I didn’t get a earphone with it which I had expected to get and the charger was not real. However, the phone itself is great and I got a screen protector with it.	0
iPhone 6S	64GB	Rose Gold	Ostseekind1812	1	Since IOS 11 only trouble !!!!	2017-11-07	de	I have the iPhone 6S since last year and have always been very satisfied. Since ios 11 was installed I only have problems. My screen turns black and it does not react anymore. The touch screen locks and I can not do anything anymore. Phone calls are simply canceled and the iPhone stops responding. I really love it but that annoys me so much. You spend so much money and then something like that. Even reset network settings did not work. I'm really sorry :(	0
iPhone 8	64GB	Space Gray	Kevin Tret	4	Important	2019-06-20	de	The phone was relatively good, only yesterday my phone was in the sun (31 degrees) and suddenly the display has jumped. I ask the seller to contact me at my email.	0
iPhone 7	128GB	Argent	Diallomatine	3	Article cheaper it really says a few things	2019-03-28	fr	I had to return 2 items, the first the sound quality was good, I recommend another battery does not hold at all	0
iPhone 7	32GB	Matt Black	Cliente Amazon	4	battery	2017-06-24	it	I was hoping that the iPhone 7 had a longer battery life than the 6, but I think it's the same, better the camera	0
iPhone 6S Plus	128GB	Space Gray	David	4	Good product / To recommend	2019-02-28	fr	Satisfied in a general way about this product (Quality, ease of use of the Iphone). It is almost 1 month since I received it and I begin to worry because the phone discharges much faster than at first, without spending hours on the internet. I am also disappointed with the weight of this Iphone which is in my opinion a bit too heavy.	0
iPhone X	64GB	Silver	Kenny Maciver	1	Two replacement iPhone X's in 2 weeks ; Big Unresponsive screen Issue	2019-01-21	uk	I got an iPhone x at Xmas but began using it two weeks ago. On the second morning 15 mins after taking it off the overnight charge, the phone froze with the little spinning wheel in the middle of the screen. It rebooted itself, a process that took 10 minutes. It did the same on the second, third and fourth day, then on the fifth it did not reboot and the screen was totally unresponsive. Calls would still come in and the phone would buzz but not ring but could not be answered. Took it back to Vodafone and they replaced it.The same thing happened with the replacement and Vodafone admitted that they were experiencing similar problems all over the place. In fact the call centre lady said they must have received a bad batch and she herself had just decided to go for an alternative to the iPhone X. I happened to be in London on Saturday and took my dud phone to the Apple store in Covent Garden. Technician ran diagnostics which showed a power failure and he admitted that they were having serious issues. he kindly replaced the phone there and then.It is now Monday and horror of horrors the little spinning wheel showed up this morning, with the phone rebooting itself. I guess it will happen again tomorrow and on Thursday/Friday it will be dead again, just like the other two.The brand is getting damaged. Very expensive phone to buy that has a major screen issue. Can still use it for accessing the internet on my iPad!! The good thing is that it gets replaced with no issues and I could now write the manual on how to transfer data across from my old phone. Come on Apple we deserve a better product for this price.	0
iPhone X	64GB	Argent 	Resul ERGIN	2	x phone	2019-02-03	de	not that bad...	0
iPhone 7	128GB	Black	MarionB	1	First early failure	2018-12-06	fr	The microphone of the device was released only 3 months after receiving this one ... Moreover, it had a defect of sound at the level of the speaker. Big disappointment!	0
iPhone 7	32GB	Black	Amazon Kunde	1	Purple stripes on pictures.	2017-02-26	de	As already mentioned, I have purple stripes on the pictures I'm doing. I have sent the phone to Apple and have been waiting for my iPhone for 2 months now. I will prefer to buy another model or a completely different mobile phone. Never again!!	0
iPhone 7 Plus	32GB	Black	Maggie	1	No iphone7 plus	2017-05-26	us	No iPhone 7 plus black I got a piece of junk don't buy from this sellers	0
iPhone 8	64GB	Gray	Michy	1	Defective Iphone ...	2018-06-06	it	I bought this iPhone in the hope of having made a great purchase, instead I immediately discovered that it wasn't the usual iPhone that gives you that Apple quality. I've always bought iPhones and it's the first time I've had to give back a piece like that. The basic problem was the battery life, it didn't last more than 4 hours. In addition to an abnormal heating of the device. Really disappointed.	0
iPhone 7	128GB	Black	Der Einkäufer	5	Great article	2017-12-23	de	5 Sterne.Das iPhone is Simlockfrei and corresponds exactly to the device information, with which Apple describes the device. Therefore, I can not understand some buyers who complain that the AUX connection is no longer exists. The device I have now 2 months in use and works perfectly.	0
iPhone XS	256GB	Gold	Amazon Kunde	2	Sold after 2 weeks	2018-12-28	de	Info: bought in the media market in friedrichshafen / bodensee2 weeks of intensive useApple disappointed from year to year more.Display: I loved the true tone function in my i phone 8, in the XS, however, much too warm and yellowish! Even with display calibration can not even set in the beginning so that it has just as a nice display as my 8 -er. In Media Markt, where I bought my XS, I compared it to other XS and X models. All the same problem. When activated by True Tone yellowish. My 8-er, as I said, is natural and not yellowish at True Tone. Incidentally, the 7, 8 and even the new i phone xr model which all have a lcd and not this new oil panel as the x, and xs models, all have not the problem with yellowish displays. Apparently I am so highly praised oled technology to lie, because although they have a perfect black value, but in contrast to Apple's lcd panels have no perfect whiteness in (self-search on the Internet) Sound: wow !!! Very audible improvement for comparison with the 8-er. Note 1 They sound full, and have good bass in the meantime iOS operating system: in itself good performance, nothing jerks running apple typically fluid, update policy more than top !! If not meanwhile these many bugs since Ios 11 einschleicjen! Apple you must those prices that you demand, will be much better again! Battery life: very clear opinion - no! In a € 1350 expensive "toy" me to deliver a battery life, at a much larger battery than the built in my i phone 8, then brings a soooo short battery life with it! No! My 8-er yes the small mind you and not the 8plus model, had in my very intensive use a battery life of 1-1 one-and-a-half days. The 1350 ¬ expensive XS model with significantly larger battery already had in the early days already so 25-28% !! Grade 6 Conclusion: I have it unfortunately to an almost 500 ¬ loss at rebuy buy and I will buy in spring / March 2019 a i phone XR, which (even convinced in the media market) win beautiful lcd panel with natural-looking colors, no yellowing gets when reue rone is activated, and in contrast to the XS model is not only much cheaper but also loud tests, you can also read the internet, has a much longer battery life than the XS models, even better than the xS ma x model and the X model from the previous year! Thank you for your time of reading, it is honest words of a normal working man, neither a so-called apple moch android "younger"	0
